Timestamp,Open,High,Low,Close,Volume,TickCount
1772178550,150.05065,150.11470,150.01826,150.09712,4337867,79
1772178560,150.10677,150.20603,150.10677,150.16836,4734127,89
1772178570,150.16808,150.20737,150.16754,150.19955,5417463,90
1772178580,150.20251,150.27134,150.18660,150.25720,4982700,89
1772178590,150.24723,150.34722,150.24723,150.27507,4765176,90
1772178600,150.27065,150.27065,150.22544,150.23595,4746194,89
1772178610,150.22748,150.33613,150.22305,150.30577,4959777,90
1772178620,150.30176,150.30661,150.23768,150.25740,4957939,89
1772178630,150.25562,150.26834,150.19923,150.25473,5170043,89
1772178640,150.26233,150.28153,150.23170,150.25525,4667125,89
1772178650,150.25838,150.31733,150.23930,150.29442,5293833,89
1772178660,150.30126,150.32821,150.20632,150.23659,4851997,88
1772178670,150.23496,150.24384,150.16209,150.18988,5095149,89
1772178720,150.02974,150.04040,149.99820,150.01157,1472667,32
