Timestamp,Open,High,Low,Close,Volume,TickCount
1772178550,1.08460,1.08492,1.08457,1.08486,2046820,34
1772178555,1.08481,1.08483,1.08446,1.08477,2312052,45
1772178560,1.08467,1.08483,1.08417,1.08441,2465042,45
1772178565,1.08440,1.08444,1.08395,1.08444,2168432,44
1772178570,1.08448,1.08497,1.08411,1.08494,2329537,45
1772178575,1.08500,1.08556,1.08500,1.08520,2547473,45
1772178580,1.08519,1.08519,1.08387,1.08399,2372457,45
1772178585,1.08406,1.08406,1.08337,1.08340,2338615,44
1772178590,1.08349,1.08371,1.08330,1.08364,2382541,45
1772178595,1.08358,1.08387,1.08349,1.08383,2671219,45
1772178600,1.08385,1.08396,1.08310,1.08335,2412214,45
1772178605,1.08334,1.08339,1.08291,1.08331,2539664,44
1772178610,1.08327,1.08351,1.08289,1.08295,2475010,45
1772178615,1.08289,1.08341,1.08264,1.08327,2480803,45
1772178620,1.08319,1.08354,1.08310,1.08319,2657363,45
1772178625,1.08317,1.08349,1.08315,1.08320,2669365,44
1772178630,1.08321,1.08325,1.08286,1.08306,2669613,45
1772178635,1.08310,1.08310,1.08277,1.08300,2502436,44
1772178640,1.08303,1.08348,1.08286,1.08348,2779621,45
1772178645,1.08355,1.08361,1.08315,1.08334,2419580,44
1772178650,1.08325,1.08340,1.08271,1.08291,2425355,44
1772178655,1.08285,1.08323,1.08272,1.08281,2238708,45
1772178660,1.08279,1.08280,1.08240,1.08270,2469590,44
1772178665,1.08266,1.08278,1.08215,1.08215,2053600,44
1772178670,1.08209,1.08252,1.08205,1.08244,2399775,44
1772178675,1.08247,1.08270,1.08182,1.08185,2505041,45
1772178680,1.08177,1.08240,1.08177,1.08235,2199193,45
1772178725,1.08462,1.08473,1.08413,1.08444,1841570,33
1772178730,1.08452,1.08476,1.08431,1.08476,2138766,45
