Timestamp,Open,High,Low,Close,Volume,TickCount
1772178540,1.08460,1.08492,1.08457,1.08486,2046820,34
1772178555,1.08481,1.08483,1.08395,1.08444,6945526,134
1772178570,1.08448,1.08556,1.08387,1.08399,7249467,135
1772178585,1.08406,1.08406,1.08330,1.08383,7392375,134
1772178600,1.08385,1.08396,1.08289,1.08295,7426888,134
1772178615,1.08289,1.08354,1.08264,1.08320,7807531,134
1772178630,1.08321,1.08348,1.08277,1.08348,7951670,134
1772178645,1.08355,1.08361,1.08271,1.08281,7083643,133
1772178660,1.08279,1.08280,1.08205,1.08244,6922965,132
1772178720,1.08462,1.08476,1.08413,1.08476,3980336,78
