Timestamp,Open,High,Low,Close,Volume,TickCount
1772178550,1.26992,1.27001,1.26910,1.26947,4577142,79
1772178560,1.26949,1.26956,1.26866,1.26888,4778542,89
1772178570,1.26879,1.26908,1.26856,1.26883,5350889,90
1772178580,1.26890,1.26948,1.26877,1.26934,4846020,89
1772178590,1.26929,1.26934,1.26859,1.26887,4779492,90
1772178600,1.26893,1.26947,1.26874,1.26882,4599831,89
1772178610,1.26874,1.26918,1.26842,1.26902,4973634,90
1772178620,1.26907,1.26921,1.26865,1.26887,4934585,89
1772178630,1.26881,1.26915,1.26879,1.26910,4891110,89
1772178640,1.26915,1.26964,1.26855,1.26869,4601511,89
1772178650,1.26861,1.26861,1.26754,1.26754,4819160,89
1772178660,1.26753,1.26896,1.26739,1.26873,4550003,88
1772178670,1.26882,1.26923,1.26866,1.26923,5178673,89
1772178720,1.27056,1.27060,1.27030,1.27039,1817360,32
