Timestamp,Open,High,Low,Close,Volume,TickCount
1772178551,150.05065,150.07218,150.04971,150.06411,362218,8
1772178552,150.05802,150.08057,150.05802,150.07448,474653,9
1772178553,150.07051,150.07696,150.04168,150.04629,498492,9
1772178554,150.05325,150.05325,150.04213,150.04400,368322,8
1772178555,150.04367,150.05254,150.02319,150.02319,552052,9
1772178556,150.02796,150.04752,150.01826,150.03968,523877,9
1772178557,150.04898,150.07522,150.04898,150.07522,487297,9
1772178558,150.07898,150.11470,150.07898,150.10812,611065,9
1772178559,150.09978,150.09978,150.08605,150.09712,459891,9
1772178560,150.10677,150.12721,150.10677,150.12138,516940,9
1772178561,150.12575,150.15489,150.11213,150.15489,465764,9
1772178562,150.16466,150.16466,150.13187,150.13981,473585,9
1772178563,150.14743,150.16274,150.13867,150.15070,567802,9
1772178564,150.15041,150.16219,150.14296,150.15738,556690,9
1772178565,150.15514,150.16721,150.15023,150.16698,435771,9
1772178566,150.16545,150.16704,150.15387,150.15547,467765,9
1772178567,150.15757,150.19099,150.15345,150.19099,439446,9
1772178568,150.19132,150.20276,150.18019,150.19970,430664,8
1772178569,150.20603,150.20603,150.16836,150.16836,379700,9
1772178570,150.16808,150.18610,150.16808,150.17063,529211,9
1772178571,150.17954,150.18965,150.17098,150.17098,506180,9
1772178572,150.17832,150.18491,150.16754,150.18379,485651,9
1772178573,150.18616,150.18949,150.16920,150.16920,511810,9
1772178574,150.17894,150.19623,150.17125,150.18546,522491,9
1772178575,150.17641,150.17947,150.16948,150.17727,571528,9
1772178576,150.17016,150.19017,150.17016,150.19017,617383,9
1772178577,150.19586,150.20314,150.18831,150.20189,564294,9
1772178578,150.19314,150.19768,150.18090,150.19768,562645,9
1772178579,150.20540,150.20737,150.19503,150.19955,546270,9
1772178580,150.20251,150.21102,150.19407,150.20584,493903,9
1772178581,150.20618,150.21143,150.19341,150.20392,566036,9
1772178582,150.19507,150.19802,150.18660,150.19802,489644,9
1772178583,150.20508,150.22854,150.19984,150.22854,438554,9
1772178584,150.22686,150.23716,150.21500,150.22781,382026,9
1772178585,150.22531,150.23295,150.21960,150.22936,377909,9
1772178586,150.23583,150.25699,150.23457,150.25349,455286,8
1772178587,150.25569,150.25773,150.24614,150.25773,606027,9
1772178588,150.26593,150.27134,150.25339,150.25764,696862,9
1772178589,150.26082,150.26082,150.25176,150.25720,476453,9
1772178590,150.24723,150.27255,150.24723,150.27035,499161,9
1772178591,150.27991,150.28401,150.26481,150.28401,461108,9
1772178592,150.28316,150.30825,150.28316,150.30825,407344,9
1772178593,150.30679,150.34304,150.30679,150.33712,364269,9
1772178594,150.34175,150.34722,150.31709,150.31856,521606,9
1772178595,150.31024,150.32898,150.31024,150.31960,503236,9
1772178596,150.32523,150.32523,150.31020,150.32362,472805,9
1772178597,150.32766,150.32766,150.30629,150.31545,621880,9
1772178598,150.31361,150.31722,150.28879,150.28879,524197,9
1772178599,150.28081,150.28081,150.26067,150.27507,389570,9
1772178600,150.27065,150.27065,150.24418,150.24418,502004,9
1772178601,150.23788,150.24755,150.22544,150.24659,402245,9
1772178602,150.25166,150.25996,150.24117,150.25579,390485,9
1772178603,150.26382,150.26832,150.25343,150.25358,498989,9
1772178604,150.24605,150.26232,150.24602,150.24602,562962,9
1772178605,150.25026,150.25141,150.23403,150.23846,339553,9
1772178606,150.22960,150.25084,150.22677,150.25084,475008,9
1772178607,150.24585,150.24950,150.23383,150.24341,524904,9
1772178608,150.23803,150.26525,150.23425,150.25624,526136,9
1772178609,150.24849,150.24849,150.23366,150.23595,523908,8
1772178610,150.22748,150.24635,150.22305,150.24635,409550,9
1772178611,150.24746,150.25536,150.24412,150.25121,651008,9
1772178612,150.26069,150.26661,150.25566,150.25963,451562,9
1772178613,150.25696,150.26309,150.25397,150.25935,363229,9
1772178614,150.25397,150.29162,150.25397,150.29162,539275,9
1772178615,150.29255,150.30984,150.29255,150.30223,585616,9
1772178616,150.31161,150.33613,150.31161,150.32340,491730,9
