Timestamp,Open,High,Low,Close,Volume,TickCount
1772178540,150.05065,150.08057,150.04168,150.04400,1703685,34
1772178555,150.04367,150.20603,150.01826,150.16836,7368309,134
1772178570,150.16808,150.23716,150.16754,150.22781,7787626,135
1772178585,150.22531,150.34722,150.21960,150.27507,7377713,134
1772178600,150.27065,150.29162,150.22305,150.29162,7160818,134
1772178615,150.29255,150.33613,150.23768,150.25740,7503092,134
1772178630,150.25562,150.27928,150.19923,150.23170,7485116,134
1772178645,150.23657,150.31733,150.23657,150.29442,7645885,133
1772178660,150.30126,150.32821,150.20293,150.20356,7298157,132
1772178720,150.02974,150.06743,149.99820,150.06472,3950033,77
