Timestamp,Open,High,Low,Close,Volume,TickCount
1772179253,1.08546,1.08546,1.08536,1.08536,83451,2
1772179254,1.08530,1.08542,1.08519,1.08519,384290,8
1772179255,1.08521,1.08521,1.08507,1.08507,504168,9
1772179256,1.08514,1.08518,1.08505,1.08505,555359,9
1772179257,1.08495,1.08510,1.08484,1.08510,495633,9
1772179258,1.08513,1.08522,1.08505,1.08522,490159,9
1772179259,1.08531,1.08573,1.08531,1.08573,557660,9
1772179260,1.08580,1.08580,1.08551,1.08563,442943,9
1772179261,1.08556,1.08587,1.08556,1.08584,493844,9
1772179262,1.08588,1.08599,1.08577,1.08599,483237,9
1772179263,1.08607,1.08630,1.08607,1.08607,535054,9
1772179264,1.08603,1.08620,1.08597,1.08620,468507,9
1772179265,1.08628,1.08628,1.08608,1.08624,663485,9
1772179266,1.08627,1.08627,1.08615,1.08624,471040,9
1772179267,1.08630,1.08632,1.08619,1.08630,395215,9
1772179268,1.08632,1.08648,1.08619,1.08648,460016,9
1772179269,1.08648,1.08663,1.08645,1.08663,452263,9
1772179270,1.08668,1.08671,1.08646,1.08646,435080,9
1772179271,1.08643,1.08651,1.08633,1.08651,498618,9
