Timestamp,Open,High,Low,Close,Volume,TickCount
1772179253,150.03676,150.03676,150.03263,150.03263,25045,2
1772179254,150.03242,150.05021,150.01987,150.01987,430330,8
1772179255,150.01951,150.01951,149.99434,149.99496,605401,9
1772179256,149.98987,149.99640,149.97798,149.99640,454150,9
1772179257,150.00180,150.00947,149.99714,150.00927,572902,9
1772179258,150.00794,150.01731,149.99585,150.01199,590464,9
1772179259,150.00986,150.01968,150.00459,150.00501,551880,9
1772179260,150.01350,150.02465,150.00177,150.00177,470080,9
1772179261,150.00979,150.02026,150.00857,150.02026,369012,9
1772179262,150.01702,150.02408,150.01016,150.01963,567562,9
1772179263,150.01014,150.01014,149.99706,149.99830,500646,9
1772179264,149.99464,149.99838,149.98572,149.99797,348827,9
1772179265,149.99373,149.99373,149.96250,149.96250,552355,9
1772179266,149.96805,149.97349,149.95583,149.97256,527615,9
1772179267,149.97603,149.97683,149.93887,149.94709,504276,9
1772179268,149.94784,149.97073,149.94784,149.97073,551155,9
1772179269,149.97555,149.97555,149.93400,149.94348,433131,9
1772179270,149.94050,149.97111,149.94050,149.96783,519958,9
1772179271,149.95958,149.95958,149.93911,149.94844,621991,9
