Timestamp,Open,High,Low,Close,Volume,TickCount
1772179253,1.27040,1.27040,1.27032,1.27032,54351,2
1772179254,1.27034,1.27048,1.27030,1.27045,565381,8
1772179255,1.27049,1.27049,1.27034,1.27044,548255,9
1772179256,1.27044,1.27044,1.27026,1.27027,476748,9
1772179257,1.27023,1.27027,1.27003,1.27010,490537,9
1772179258,1.27016,1.27041,1.27012,1.27041,435740,9
1772179259,1.27032,1.27034,1.27018,1.27025,465250,9
1772179260,1.27032,1.27037,1.27025,1.27037,420009,9
1772179261,1.27031,1.27038,1.27025,1.27035,558456,9
1772179262,1.27034,1.27041,1.27009,1.27009,438519,9
1772179263,1.27000,1.27000,1.26975,1.26975,500236,9
1772179264,1.26983,1.27003,1.26983,1.27003,475545,9
1772179265,1.27009,1.27016,1.26991,1.26991,550119,9
1772179266,1.26989,1.26998,1.26984,1.26989,436548,9
1772179267,1.26995,1.27000,1.26978,1.26986,417948,9
1772179268,1.26981,1.26991,1.26976,1.26976,479819,9
1772179269,1.26976,1.26976,1.26953,1.26961,425248,9
1772179270,1.26966,1.26997,1.26966,1.26997,474035,9
1772179271,1.27002,1.27005,1.26976,1.26976,372150,9
